date,state,dataQualityGrade,deathConfirmed,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,positive,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease
24-10-20,ND,B,340,0,278,17,36874,935,30116,775786,7377
24-10-20,NE,A,,4,426,34,62510,1225,41008,862880,15611
24-10-20,NH,B,,2,19,0,10238,126,8819,574187,6592
24-10-20,NJ,B,14492,8,886,40,227339,1909,36379,4339894,1909
24-10-20,NM,B,,5,264,70,41040,872,20765,1109095,9611
24-10-20,NV,A+,,5,493,0,94812,1146,,1196111,11042
24-10-20,NY,B,,13,1045,0,493832,2061,78960,13631293,156940
24-10-20,OH,A+,4896,22,1355,140,195806,2858,157744,4149769,48376
24-10-20,OK,A+,,11,924,95,115685,1829,98700,1532709,21157
24-10-20,OR,A+,,4,197,0,41739,391,5870,821142,5941
24-10-20,PA,A+,,29,1087,0,192622,2043,150245,2407679,16232
24-10-20,PR,B,604,3,395,0,31072,116,26866,337044,116
24-10-20,RI,A+,,6,163,71,30583,465,2647,1053254,18682
24-10-20,SC,A+,3560,16,743,51,169341,792,86031,1679084,11583
24-10-20,SD,A,,10,356,42,38141,939,27557,243680,2678
24-10-20,TN,A+,2944,24,1382,44,244087,2574,216744,3505140,26645
24-10-20,TX,A,,81,4995,0,858071,6499,753611,7710195,98609
24-10-20,UT,A+,,1,319,58,103117,1608,75776,1318345,12974
24-10-20,VA,A+,3328,39,979,16,172372,1088,19455,2489017,16956
24-10-20,VI,D,21,0,,0,1346,0,1305,23435,0
24-10-20,VT,B,58,0,4,0,2043,27,1728,381875,4878
24-10-20,WA,B,2296,7,314,48,101345,820,,2318931,22656
24-10-20,WI,A+,1770,29,1237,199,205139,4673,152928,3046677,41161
24-10-20,WV,B,418,0,209,0,21712,320,16578,715690,5333
24-10-20,WY,B,,0,83,0,10805,260,7471,124491,260
23-10-20,AK,A,68,0,59,14,12167,248,6915,552746,4037
23-10-20,AL,A,2674,16,888,147,180916,3852,74439,1289773,9078
23-10-20,AR,A+,1626,10,610,152,104135,1337,93215,1267501,11967
23-10-20,AS,D,,0,,0,0,0,,1616,0
23-10-20,AZ,A+,5578,6,815,29,235882,976,39306,1681469,12907
23-10-20,CA,B,,73,3011,0,886865,6141,,17483293,124523
23-10-20,CO,A,,6,550,79,91572,1350,7463,1790404,25756
23-10-20,CT,B,3674,8,233,0,66052,679,9800,2115744,23481
23-10-20,DC,A+,,0,91,0,16609,72,13028,485753,6318
23-10-20,DE,A+,597,8,106,0,23687,159,12493,523154,2913
23-10-20,FL,A,16544,74,2114,190,761924,3618,,9411692,92812
23-10-20,GA,A,,37,1741,120,347759,2224,,3407623,40089
23-10-20,GU,A,,0,77,0,4141,85,2503,62906,619
23-10-20,HI,B,,3,75,12,14529,102,11232,491450,4139
23-10-20,IA,A+,,19,536,0,106874,1249,86630,852949,4679
23-10-20,ID,A,509,7,193,36,56600,950,27221,363048,2863
23-10-20,IL,A,9418,41,2498,0,368746,5000,,7118051,83382
23-10-20,IN,A+,3858,27,1548,194,157713,2467,112914,2642522,31257
23-10-20,KS,A+,,23,403,78,76230,1774,2518,616262,10753
23-10-20,KY,B,1378,16,819,55,93748,1449,17722,1762731,18728
23-10-20,LA,A,5614,21,620,0,182603,699,165282,2671238,20078
23-10-20,MA,A+,9608,20,570,24,148285,1070,122856,5515148,74082
23-10-20,MD,A,3932,8,458,47,138691,712,8030,3201774,32472
23-10-20,ME,A+,145,0,8,0,6095,31,5307,574283,6901
23-10-20,MI,A+,7147,20,1182,0,172122,2046,109539,4525886,57023
23-10-20,MN,A,2302,13,584,112,129863,1711,114679,2590925,26434
23-10-20,MO,A+,,31,1349,0,164534,1811,,2363811,17321
23-10-20,MP,D,2,0,,0,88,0,29,15811,0
23-10-20,MS,A+,2932,7,701,0,113876,795,97675,843420,795
23-10-20,MT,C,,4,351,79,26503,863,16611,461000,8154
23-10-20,NC,A+,4058,32,1181,0,255708,2716,218541,3763315,35640
23-10-20,ND,B,340,7,282,37,35939,887,29136,768409,8091
23-10-20,NE,A,,11,389,42,61285,977,40494,847269,10467
23-10-20,NH,B,,1,15,0,10112,118,8745,567595,6563
23-10-20,NJ,B,14484,10,874,12705,225430,1045,36317,4337985,40373
23-10-20,NM,B,,7,229,41,40168,791,20655,1099484,10334
23-10-20,NV,A+,,2,493,0,93666,813,,1185069,9655
23-10-20,NY,B,,11,1023,0,491771,1637,78854,13474353,141508
23-10-20,OH,A+,4874,23,1347,184,192948,2518,156421,4101393,46268
23-10-20,OK,A+,,13,956,95,113856,1373,97490,1511552,20464
23-10-20,OR,A+,,3,197,29,41348,538,5870,815201,9200
23-10-20,PA,A+,,33,1068,0,190579,2219,148651,2391447,18008
23-10-20,PR,B,602,8,381,0,30956,1152,26430,336928,1152
23-10-20,RI,A+,,4,140,10,30118,524,2602,1034572,18852
23-10-20,SC,A+,3545,22,718,59,168549,1064,85420,1667501,18150
23-10-20,SD,A,,9,349,59,37202,1185,26984,241002,2556
23-10-20,TN,A+,2923,65,1426,80,241513,3606,214634,3478495,42161
23-10-20,TX,A,,89,5065,0,851572,6472,748252,7611586,78869
23-10-20,UT,A+,,4,321,59,101509,1960,74688,1305371,12352
23-10-20,VA,A+,3293,15,1012,-12,171284,1180,19406,2472061,20363
23-10-20,VI,D,21,0,,0,1346,3,1305,23435,181
23-10-20,VT,B,58,0,3,0,2016,29,1723,376997,9007
23-10-20,WA,B,2289,3,321,34,100525,651,,2296275,19822
23-10-20,WI,A+,1745,49,1245,183,200466,4643,149534,3005516,40443
23-10-20,WV,B,418,4,193,0,21392,335,16368,710357,5206
23-10-20,WY,B,,0,83,19,10545,426,7357,124231,2290
22-10-20,AK,A,68,0,41,6,11919,239,6812,548709,1569
22-10-20,AL,A,2660,38,864,118,177064,2536,74439,1280695,7172
22-10-20,AR,A+,1616,21,603,0,102798,1202,92288,1255534,12782
22-10-20,AS,D,,0,,0,0,0,,1616,0
22-10-20,AZ,A+,5573,5,848,118,234906,994,39089,1668562,11173
22-10-20,CA,B,,162,3051,0,880724,2940,,17358770,65631
22-10-20,CO,A,,4,547,98,90222,1373,7394,1764648,22065
22-10-20,CT,B,3667,2,232,214,65373,502,9800,2092263,22137
22-10-20,DC,A+,,0,95,0,16537,39,12979,479435,2992
22-10-20,DE,A+,589,0,110,0,23528,153,12410,520241,1483
22-10-20,FL,A,16470,162,2074,425,758306,5461,,9318880,97356
22-10-20,GA,A,,25,1699,153,345535,1785,,3367534,29219
22-10-20,GU,A,,0,78,0,4056,88,2471,62287,1044
22-10-20,HI,B,,14,75,8,14427,77,11188,487311,4329
22-10-20,IA,A+,,17,530,0,105625,1435,85697,848270,5728
22-10-20,ID,A,503,11,193,50,55650,987,26916,360185,2352
22-10-20,IL,A,9387,42,2463,0,363746,4942,,7034669,80977
22-10-20,IN,A+,3831,42,1515,141,155246,2850,111792,2611265,36465
22-10-20,KS,A+,,0,329,0,74456,0,2485,605509,0
22-10-20,KY,B,1363,17,800,40,92299,1303,17627,1744003,29128
22-10-20,LA,A,5593,9,598,0,181904,772,165282,2651160,19756
22-10-20,MA,A+,9589,30,521,26,147215,1049,122856,5441066,74672
22-10-20,MD,A,3924,12,458,54,137979,743,7999,3169302,30427
22-10-20,ME,A+,145,0,7,3,6064,37,5269,567382,6572
22-10-20,MI,A+,7129,46,1182,0,170076,2204,109539,4468863,48032
22-10-20,MN,A,2289,20,584,79,128152,1561,113976,2564491,25115
22-10-20,MO,A+,,16,1352,0,162723,1854,,2346490,19622
22-10-20,MP,D,2,0,,0,88,0,29,15811,0
22-10-20,MS,A+,2926,8,695,0,113081,958,97675,842625,958
22-10-20,MT,C,,3,353,23,25640,928,16266,452846,4852
22-10-20,NC,A+,4028,50,1205,0,252992,2400,218541,3727675,35632
22-10-20,ND,B,333,10,276,27,35052,887,28271,760318,7823
22-10-20,NE,A,,11,400,35,60308,899,39905,836802,13898
22-10-20,NH,B,,1,18,2,9994,77,8692,561032,8107
22-10-20,NJ,B,14474,18,852,76,224385,1162,36213,4297612,33489
22-10-20,NM,B,,3,213,49,39377,662,20562,1089150,11063
22-10-20,NV,A+,,4,520,0,92853,789,,1175414,10000
22-10-20,NY,B,,15,986,0,490134,1628,78753,13332845,135341
22-10-20,OH,A+,4850,12,1293,159,190430,2425,155181,4055125,43612
22-10-20,OK,A+,,11,910,93,112483,1628,96245,1491088,12863
22-10-20,OR,A+,,11,194,16,40810,367,5870,806001,6066
22-10-20,PA,A+,,30,1042,0,188360,2063,148804,2373439,19606
22-10-20,PR,B,596,9,395,0,29804,87,26253,335776,87
22-10-20,RI,A+,,4,140,25,29594,471,2595,1015720,17160
22-10-20,SC,A+,3526,47,766,40,167485,1128,84761,1649351,15802
22-10-20,SD,A,,14,355,38,36017,973,26397,238446,2196
22-10-20,TN,A+,2872,41,1424,68,237907,2046,212555,3436334,20079
22-10-20,TX,A,,85,4931,0,845100,6291,744283,7532717,57843
22-10-20,UT,A+,,6,318,73,99549,1543,73586,1293019,12708
22-10-20,VA,A+,3274,9,1109,194,170104,1332,19321,2451698,19962
22-10-20,VI,D,21,0,,0,1343,6,1303,23254,149
22-10-20,VT,B,58,0,3,0,1987,16,1718,367990,5084
22-10-20,WA,B,2286,4,318,25,99874,724,,2276453,23665
22-10-20,WI,A+,1703,23,1202,151,195823,3632,145509,2965073,40867
22-10-20,WV,B,414,5,188,0,21057,323,16166,705151,8554
22-10-20,WY,B,,7,81,0,10119,271,7220,121941,271
21-10-20,AK,A,68,1,41,6,11680,224,6751,547140,615
21-10-20,AL,A,2633,0,863,249,174528,0,74439,1273523,7948
21-10-20,AR,A+,1599,23,626,98,101596,1155,91317,1242752,11100
21-10-20,AS,D,,0,,0,0,0,,1616,0
21-10-20,AZ,A+,5567,17,832,101,233912,975,38883,1657389,10044
21-10-20,CA,B,,35,3077,0,877784,3707,,17293139,104069
21-10-20,CO,A,,6,532,48,88849,1267,7352,1742583,18545
21-10-20,CT,B,3666,8,213,0,64871,416,9651,2070126,15864
21-10-20,DC,A+,,0,96,0,16498,53,12938,476443,2636
21-10-20,DE,A+,589,2,99,0,23375,50,12335,518758,3377
21-10-20,FL,A,16308,0,2125,0,752845,2106,,9221524,31901
21-10-20,GA,A,,30,1736,135,343750,1312,,3338315,10479
21-10-20,GU,A,,2,71,0,3968,82,2398,61243,737
21-10-20,HI,B,,2,81,13,14350,88,11150,482982,3681
21-10-20,IA,A+,,29,534,0,104190,1179,84671,842542,4824
21-10-20,ID,A,492,4,187,46,54663,873,26549,357833,2451
21-10-20,IL,A,9345,68,2338,0,358804,4342,,6953692,66791
21-10-20,IN,A+,3790,15,1484,180,152396,1732,110746,2574800,23394
21-10-20,KS,A+,,80,329,85,74456,1488,2485,605509,7115
21-10-20,KY,B,1346,21,794,56,90996,1452,17534,1714875,7978
21-10-20,LA,A,5584,18,608,0,181132,1363,165282,2631404,14947
21-10-20,MA,A+,9559,22,519,35,146166,702,118892,5366394,60353
21-10-20,MD,A,3912,8,463,33,137236,492,7960,3138875,17076
21-10-20,ME,A+,145,0,7,1,6027,38,5244,560810,6716
21-10-20,MI,A+,7086,35,1050,0,167872,1878,109539,4420831,35040
21-10-20,MN,A,2269,35,588,105,126591,1060,113158,2539376,16377
21-10-20,MO,A,,26,1415,0,160869,1244,,2326868,30194
21-10-20,MP,D,2,0,,0,88,0,29,15811,0
21-10-20,MS,A+,2919,21,711,0,112123,801,97675,841667,801
21-10-20,MT,C,,23,345,13,24712,619,15085,447994,2973
21-10-20,NC,A+,3981,40,1219,0,250592,1842,218541,3692043,20250
21-10-20,ND,B,323,13,219,23,34165,499,27769,752495,6131
21-10-20,NE,A,,11,380,26,59409,592,39687,822904,12406
21-10-20,NH,B,,1,14,0,9917,89,8650,552925,9363
21-10-20,NJ,B,14456,18,844,79,223223,1030,36110,4264123,28823
21-10-20,NM,B,,8,202,49,38715,819,20332,1078087,7606
21-10-20,NV,A+,,5,535,0,92064,565,,1165414,9385
21-10-20,NY,B,,7,950,0,488506,2026,78645,13197504,124789
21-10-20,OH,#REF!,4839,66,1252,135,188005,2366,153769,4011513,32099
21-10-20,OK,A+,,19,870,113,110855,1307,94979,1478225,11215
21-10-20,OR,A+,,2,183,25,40443,307,5870,799935,4618
21-10-20,PA,A+,,29,966,0,186297,1425,147174,2353833,13322
21-10-20,PR,B,590,5,378,0,29717,132,26018,335689,132
21-10-20,RI,A+,,5,130,19,29123,474,2580,998560,13240
21-10-20,SC,A+,3487,12,743,34,166357,864,84052,1633549,13627
21-10-20,SD,#REF!,,3,332,46,35044,587,26023,236250,1524
21-10-20,TN,A+,2834,18,1424,53,235861,2292,210243,3416255,19519
21-10-20,TX,A,,114,4782,0,838809,5252,739140,7474874,30548
21-10-20,UT,A+,,6,338,54,98006,1363,72606,1280311,11847
21-10-20,VA,A+,3266,30,1010,129,168772,1018,19226,2431736,19796
21-10-20,VI,D,21,0,,0,1337,2,1303,23105,253
21-10-20,VT,B,58,0,4,0,1971,15,1708,362906,2103
21-10-20,WA,B,2282,24,301,47,99150,489,,2252788,8452
21-10-20,WI,A+,1681,50,1190,167,192191,4363,142485,2924206,13633
21-10-20,WV,B,409,5,188,0,20734,215,15215,696597,4788
21-10-20,WY,B,,0,66,2,9848,322,7070,121670,3390
20-10-20,AK,A,67,0,38,2,11456,231,6681,546525,10302
20-10-20,AL,A,2633,16,846,0,174528,1043,74238,1265575,5475
20-10-20,AR,A+,1576,14,627,67,100441,844,90283,1231652,7738
20-10-20,AS,D,,0,,0,0,0,,1616,0
20-10-20,AZ,A+,5550,7,777,71,232937,1040,38705,1647345,7560
20-10-20,CA,B,,22,3104,0,874077,3286,,17189070,146662
20-10-20,CO,A,,9,516,84,87582,1208,7286,1724038,15588
20-10-20,CT,B,3658,5,217,0,64455,434,9651,2054262,14665
20-10-20,DC,A+,,1,85,0,16445,50,12884,473807,4767
20-10-20,DE,A+,587,2,107,0,23325,129,12245,515381,2352
20-10-20,FL,A,16308,86,2094,231,750739,3556,,9189623,58302
20-10-20,GA,A,,17,1713,153,342438,1128,,3327836,13557
20-10-20,GU,A,,1,70,0,3886,130,2354,60506,957
20-10-20,HI,B,,0,96,7,14262,37,11078,479301,1985
